episode,step,episode_return,epsilon,loss,assign_actions,charge_actions,noop_actions,charge_open_steps,train_updates
216,14778,-440.41200000000003,0.6490225000000001,1.1734641790390015,41,6,12,55,3445
217,14823,-22.52500000000002,0.6479537500000001,0.8436013460159302,38,7,0,42,3456
218,14908,-214.10400000000013,0.645935,0.7068760395050049,53,14,18,78,3478
219,14964,14.972000000000037,0.6446050000000001,1.0578322410583496,40,11,5,54,3492
220,15013,-285.40000000000003,0.64344125,1.6520339250564575,36,6,7,45,3504
221,15064,11.406000000000034,0.6422300000000001,1.1405506134033203,38,6,7,48,3517
222,15112,-307.32000000000005,0.6410899999999999,1.0621720552444458,39,8,1,45,3529
223,15178,-418.7740000000001,0.6395225,0.7151580452919006,46,7,13,60,3545
224,15255,-549.21,0.63769375,1.3400506973266602,54,11,12,71,3564
225,15308,-347.254,0.6364350000000001,1.542249321937561,42,9,2,49,3578
226,15370,-572.8679999999999,0.6349625000000001,0.987229585647583,41,9,12,58,3593
227,15429,-134.739,0.6335612500000001,1.1079702377319336,47,8,4,52,3608
228,15501,-310.9050000000001,0.63185125,0.8457770347595215,46,9,17,67,3626
229,15551,-378.8349999999999,0.6306637500000001,1.2384518384933472,39,4,7,49,3638
230,15598,-393.394,0.6295474999999999,1.1324543952941895,37,3,7,45,3650
231,15674,-117.59900000000003,0.6277425000000001,1.0243405103683472,53,14,9,71,3669
232,15730,-606.941,0.6264125,0.508000373840332,44,6,6,52,3683
233,15811,-1045.7290000000003,0.62448875,0.6734603643417358,52,11,18,74,3703
234,15874,-101.60800000000012,0.6229925000000001,1.1759495735168457,42,6,15,59,3719
235,15924,-184.96100000000013,0.6218049999999999,0.9664437770843506,38,8,4,44,3732
236,15991,-211.974,0.62021375,1.0846279859542847,44,14,9,60,3748
237,16047,-138.74100000000004,0.61888375,1.3356399536132812,39,6,11,55,3762
238,16092,-337.439,0.617815,1.0377706289291382,37,3,5,42,3774
239,16151,-251.11700000000008,0.61641375,1.426437258720398,40,11,8,55,3788
240,16208,-439.68499999999995,0.6150599999999999,0.9202716946601868,41,5,11,54,3803
241,16276,-5.452000000000147,0.613445,1.3958065509796143,46,10,12,63,3820
242,16327,-469.9080000000001,0.61223375,0.7017403841018677,38,4,9,48,3832
243,16383,-364.524,0.6109037500000001,1.0360736846923828,38,7,11,53,3846
244,16433,-259.121,0.60971625,1.1064903736114502,38,5,7,48,3859
245,16497,69.15800000000007,0.60819625,0.8674067258834839,46,8,10,60,3875
246,16551,-419.744,0.60691375,0.8514321446418762,41,4,9,52,3888
247,16615,-171.48199999999994,0.60539375,0.8743550777435303,47,9,8,59,3904
248,16690,-895.0419999999999,0.6036125,0.6909130811691284,44,10,21,70,3923
249,16735,-48.39099999999999,0.60254375,0.889855146408081,34,5,6,45,3934
250,16797,-411.17999999999995,0.60107125,0.8777059316635132,46,6,10,59,3950
251,16862,-320.9519999999999,0.5995275,1.0671085119247437,51,7,7,61,3966
252,16911,-129.55200000000005,0.5983637500000001,0.6837937235832214,39,4,6,47,3978
253,16965,-121.72999999999999,0.59708125,0.7942478060722351,40,7,7,51,3992
254,17006,-38.94300000000001,0.5961075,1.2903255224227905,34,2,5,40,4002
255,17058,-227.26500000000004,0.5948725,1.0211430788040161,37,9,6,50,4015
256,17138,-86.89000000000001,0.5929725,0.9892296195030212,63,12,5,70,4035
257,17207,-319.3929999999999,0.59133375,1.089925765991211,51,10,8,63,4052
258,17257,-160.74400000000003,0.5901462500000001,1.0816842317581177,38,4,8,50,4065
259,17320,-70.04000000000002,0.58865,1.1081641912460327,44,8,11,58,4081
260,17373,-135.34600000000003,0.58739125,0.9073432683944702,35,6,12,52,4094
261,17437,-40.55099999999999,0.5858712500000001,0.7494022846221924,49,6,9,59,4110
262,17517,-693.314,0.58397125,1.3156242370605469,46,10,24,72,4130
263,17578,-456.89199999999994,0.5825225,0.929404079914093,40,10,11,56,4145
264,17627,-384.42699999999996,0.58135875,0.7414469122886658,38,6,5,46,4157
265,17684,-6.1020000000001176,0.5800050000000001,1.342590570449829,44,8,5,53,4172
266,17766,-53.83600000000007,0.5780575000000001,1.244267463684082,56,12,14,77,4192
267,17836,-384.7940000000001,0.576395,0.7180859446525574,52,10,8,67,4210
268,17907,-371.30800000000016,0.5747087500000001,1.4223295450210571,47,10,14,65,4227
269,17975,-229.83200000000002,0.57309375,1.181915283203125,45,9,14,64,4244
270,18035,-162.40900000000016,0.57166875,0.63934725522995,44,4,12,58,4259
271,18092,-230.0609999999999,0.570315,1.2617830038070679,44,7,6,56,4274
272,18157,-312.9800000000001,0.56877125,1.3941528797149658,47,10,8,57,4290
273,18214,58.63800000000002,0.5674175,0.9161930680274963,46,6,5,54,4304
274,18286,-49.705000000000055,0.5657075,1.0752848386764526,44,8,20,69,4322
275,18343,-200.28300000000004,0.56435375,0.9056437015533447,44,8,5,54,4336
276,18394,-76.62900000000002,0.5631425000000001,0.8481157422065735,41,5,5,47,4349
277,18447,-184.816,0.56188375,1.4676566123962402,39,7,7,50,4362
278,18503,-444.5970000000001,0.56055375,0.937955379486084,42,4,10,53,4376
279,18575,-596.8280000000002,0.5588437500000001,0.8951830267906189,47,5,20,69,4394
280,18624,-250.79900000000004,0.55768,0.9021785855293274,41,2,6,47,4407
